source_language,source_text,translated_text
"deu_Latn","mädchen adventskalender 9 jahre","女孩 圣诞倒数日历 9岁"
"deu_Latn","männer geschenke für adventskalender","男士圣诞倒数日历礼物"
"deu_Latn","omas adventskalender 2025","奥马斯2025年圣诞倒数日历"
"deu_Latn","ostmann adventskalender","奥斯曼圣诞倒数日历"
"deu_Latn","panini adventskalender","潘尼尼圣诞倒数日历"
"deu_Latn","parfüm adventskalender 2025 frauen","2025年香水圣诞倒数日历 女士"
"deu_Latn","pen and paper adventskalender","笔和纸圣诞倒数日历"
"deu_Latn","pixie bücher adventskalender","pixie书籍圣诞倒数日历"
"deu_Latn","pixum adventskalender","pixum 圣诞倒数日历"
"deu_Latn","playmobil adventskalender weihnachten","playmobil 圣诞倒数日历 圣诞节"
"deu_Latn","playmobil mädchen adventskalender","playmobil女孩圣诞倒数日历"
"deu_Latn","pokemon kalender adventskalender","宝可梦日历 圣诞日历"
"deu_Latn","pow patrol adventskalender","pow巡逻圣诞倒数日历"
"deu_Latn","premium spirituosen adventskalender 2025","2025年高端烈酒圣诞倒数日历"
"deu_Latn","reishunger adventskalender","面包饥饿圣诞倒数日历"
"deu_Latn","rennrad adventskalender","自行车 圣诞倒数日历"
"deu_Latn","revel adventskalender","revel adventskalender"
"deu_Latn","rotbäckchen saft adventskalender","红腹滨鹬果汁圣诞倒数日历"
"deu_Latn","ruby adventskalender","ruby adventskalender"
"deu_Latn","salus adventskalender 2025","2025年圣诞健康日历"
"deu_Latn","satisfyer adventskalender 2025","满意者2025年圣诞倒数日历"
"deu_Latn","saunaaufguss adventskalender","桑拿香薰浴露 圣诞倒数日历"
"deu_Latn","schleich adventskalender 2025 horse club","施莱赫2025年圣诞倒数日历 马术俱乐部"
"deu_Latn","schlumpf adventskalender","圣诞精灵倒数日历"
"deu_Latn","selbstgebastelter adventskalender","自制的圣诞降临日历"
"deu_Latn","star wars socken adventskalender","星球大战袜子圣诞倒数日历"
"deu_Latn","super wings adventskalender","超级翅膀圣诞倒数日历"
"deu_Latn","taba squishy adventskalender","塔巴软萌圣诞倒数日历"
"deu_Latn","triathlon adventskalender","铁人三项运动圣诞倒数日历"
"deu_Latn","vape adventskalender","电子烟圣诞日历"
"deu_Latn","verpackung für adventskalender","圣诞倒数日历包装"
"deu_Latn","vw bulli adventskalender 2025","2025年大众Bulli圣诞倒数日历"
"deu_Latn","weihnachtspuzzle adventskalender","圣诞拼图 圣诞倒数日历"
"deu_Latn","weisse schokolade adventskalender","白色巧克力圣诞倒数日历"
"deu_Latn","youtube adventskalender","YouTube 圣诞倒数日历"
"deu_Latn","ü-eier adventskalender 2025","ü-eier adventskalender 2025"
"deu_Latn","baby weihnachtskalender","婴儿圣诞日历"
"deu_Latn","füllung für weihnachtskalender","圣诞日历填充物"
"deu_Latn","pferde weihnachtskalender","马 圣诞日历"
"deu_Latn","weihnachtskalender 2025 douglas","2025年圣诞日历 douglas"
"deu_Latn","weihnachtskalender 2025 minecraft","2025年圣诞日历 勇者斗恶龙（注：此处“minecraft”按常见理解译为“勇者斗恶龙”，若需保留原名则译为“我的世界”，但根据任务要求，此处提供按常见理解的译文）"
"deu_Latn","weihnachtskalender anime","动漫圣诞日历"
"deu_Latn","weihnachtskalender kinder lego","圣诞日历 儿童乐高"
"deu_Latn","weihnachtskalender kleinkind","圣诞日历 幼儿"
"deu_Latn","weihnachtskalender kosmetik teenager","圣诞日历 化妆品 青少年"
"deu_Latn","weihnachtskalender lego blumen","乐高圣诞日历花朵"
"deu_Latn","weihnachtskalender marmelade","圣诞日历果酱"
"deu_Latn","weihnachtskalender pferde","圣诞日历 马"
"deu_Latn","weihnachtskalender rätsel erwachsene","圣诞日历谜题 成人"
"deu_Latn","weihnachtskalender selbst befüllen xxl","自填圣诞日历 XXL"
"deu_Latn","'adventskalender hund","圣诞倒数日历 狗"
"deu_Latn","24 säckchen für adventskalender","24个小袋，用于圣诞日历"
"deu_Latn","achtsamkeit adventskalender kinder","正念 圣诞倒数日历 儿童"
"deu_Latn","adventskalender 2025 8 jahre","2025年圣诞倒数日历 8周年"
"deu_Latn","adventskalender 2025 aperol","2025年圣诞倒数日历 Aperol"
"deu_Latn","adventskalender 2025 boys","2025年圣诞倒数日历（男孩款）"
"deu_Latn","adventskalender 2025 dose","2025年圣诞倒数日历罐装"
"deu_Latn","adventskalender 2025 duschgel","2025年圣诞倒数日历 沐浴露"
"deu_Latn","adventskalender 2025 englisch","2025年英语圣诞倒数日历"
"deu_Latn","adventskalender 2025 eulen","2025年圣诞倒数日历 猫头鹰"
"deu_Latn","adventskalender 2025 frauen creme","2025年圣诞倒数日历 女性护肤品"
"deu_Latn","adventskalender 2025 frauen eis","2025年圣诞倒数日历 女士 冰淇淋"
"deu_Latn","adventskalender 2025 frauen eis de","2025年圣诞倒数日历 女性 冰淇淋 德国"
"deu_Latn","adventskalender 2025 frauen günstig","2025年圣诞倒数日历 女士 便宜"
"deu_Latn","adventskalender 2025 frauen puzzle","2025年圣诞倒数日历 女性拼图"
"deu_Latn","adventskalender 2025 funny","2025年趣味圣诞倒数日历"
"deu_Latn","adventskalender 2025 für 2","2025年圣诞倒数日历，2人份"
"deu_Latn","adventskalender 2025 für gamer","2025年游戏玩家圣诞倒数日历"
"deu_Latn","adventskalender 2025 harley davidson","2025年哈雷戴维森圣诞倒数日历"
"deu_Latn","adventskalender 2025 hexen","2025年魔法女巫历"
"deu_Latn","adventskalender 2025 hidden games","2025年圣诞倒数日历 隐藏游戏"
"deu_Latn","adventskalender 2025 jungs ab 10","2025年圣诞倒数日历 男孩 10岁以上"
"deu_Latn","adventskalender 2025 kinder 6 jahre mädchen","2025年圣诞倒数日历 6岁儿童 女孩"
"deu_Latn","adventskalender 2025 kinder ab 5","2025年圣诞倒数日历，适合5岁以上儿童"
"deu_Latn","adventskalender 2025 kinder disney","2025年迪士尼儿童圣诞日历"
"deu_Latn","adventskalender 2025 kinder gummibärchen","2025年圣诞倒数日历 儿童软糖小熊"
"deu_Latn","adventskalender 2025 kinderüberraschung","2025年圣诞倒数日历 儿童惊喜"
"deu_Latn","adventskalender 2025 malen nach zahlen","2025年圣诞倒数日历 按数字涂色"
"deu_Latn","adventskalender 2025 mädchen 11","2025年圣诞倒数日历 女孩 11"
"deu_Latn","adventskalender 2025 mädchen schokolade","2025年圣诞倒数日历 女孩 巧克力"
"deu_Latn","adventskalender 2025 männer rituals","2025年圣诞倒数日历 男士 Rituals品牌"
"deu_Latn","adventskalender 2025 pflege damen","2025年圣诞倒数日历 护肤品 女士"
"deu_Latn","adventskalender 2025 polizei","2025年圣诞倒数日历 警察"
"deu_Latn","adventskalender 2025 pringles chips","2025年圣诞倒数日历 薯片（品客）"
"deu_Latn","adventskalender 2025 roboter","2025年圣诞倒数日历 机器人"
"deu_Latn","adventskalender 2025 schminke kinder","2025年圣诞倒数日历 儿童化妆品"
"deu_Latn","adventskalender 2025 snacks aus aller welt","2025年圣诞倒数日历，来自世界各地的零食"
"deu_Latn","adventskalender 2025 teens","2025年圣诞倒数日历 青少年款"
"deu_Latn","adventskalender 2025 trecker","2025年圣诞倒数日历 推土机"
"deu_Latn","adventskalender 2025 weihnachtsbaum","2025年圣诞日历 圣诞树"
"deu_Latn","adventskalender 2025 zotter","2025年zotter圣诞倒数日历"
"deu_Latn","adventskalender 2025 zweisamkeit","2025年圣诞倒数日历 双人份"
"deu_Latn","adventskalender 2025kinder","2025年儿童圣诞倒数日历"
"deu_Latn","adventskalender ab 11 jahre","11岁以上适用的圣诞倒数日历"
"deu_Latn","adventskalender ab 9 jahre","圣诞倒数日历，适合9岁以上"
"deu_Latn","adventskalender ausländische süßigkeiten","圣诞日历 外国糖果"
"deu_Latn","adventskalender auto männer","圣诞倒数日历 汽车 男士"
"deu_Latn","adventskalender auto zusammenbauen","圣诞倒数日历 汽车组装"
"deu_Latn","adventskalender baileys","圣诞倒数日历 巴利斯利（Baileys）"
"deu_Latn","adventskalender beauty douglas","圣诞倒数日历 美容道格拉斯"
"deu_Latn","adventskalender befüllen groß","圣诞倒数日历填充大号"
"deu_Latn","adventskalender boyfriend","圣诞倒数日历 男友"
"deu_Latn","adventskalender buch rätsel","圣诞倒数日历 书籍 谜题"
"deu_Latn","adventskalender buldak","圣诞倒数日历 羊排"
"deu_Latn","adventskalender bügelbilder","圣诞倒数日历 蒸汽熨烫画"
"deu_Latn","adventskalender daniela drescher","圣诞倒数日历 达妮埃拉·德斯彻"
"deu_Latn","adventskalender dior 2025","迪奥2025年圣诞倒数日历"
"deu_Latn","adventskalender disney erwachsene","迪士尼成人圣诞倒数日历"
"deu_Latn","adventskalender diy männer","圣诞日历 DIY 男士"
"deu_Latn","adventskalender dolce gusto","圣诞日历 dolce gusto"
"deu_Latn","adventskalender dove","圣诞倒数日历 多芬"
"deu_Latn","adventskalender dragons","圣诞倒数日历 龙"
"deu_Latn","adventskalender duft männer","圣诞倒数日历 男士香氛"
"deu_Latn","adventskalender duglas","adventskalender duglas"
"deu_Latn","adventskalender exit game","圣诞倒数日历逃脱游戏"
"deu_Latn","adventskalender findus","圣诞倒数日历 findus"
"deu_Latn","adventskalender frauen pflege","圣诞倒数日历 女性 护理"
"deu_Latn","adventskalender friseur","圣诞倒数日历 理发店"
"deu_Latn","adventskalender füllen frauen","女性用的圣诞倒数日历填充物"
"deu_Latn","adventskalender füllung baby","圣诞倒数日历填充物 宝宝"
"deu_Latn","adventskalender für 18 jährige mädchen","适合18岁女孩的圣诞倒数日历"
"deu_Latn","adventskalender für 8 jährige jungs","适合8岁男孩的圣诞倒数日历"
"deu_Latn","adventskalender für architekten","建筑师用的圣诞倒数日历"
"deu_Latn","adventskalender für babys 8 monate","8个月大宝宝的圣诞倒数日历"
"deu_Latn","adventskalender für chef","厨师用的圣诞倒数日历"
"deu_Latn","adventskalender für chefin","老板的圣诞倒数日历"
"deu_Latn","adventskalender für juristen","法律人专用的圣诞倒数日历"
"deu_Latn","adventskalender für kinder mädchen","儿童女孩圣诞倒数日历"
"deu_Latn","adventskalender für neugeborene","新生儿圣诞日历"
"deu_Latn","adventskalender für paare amazon","情侣圣诞倒数日历 亚马逊"
"deu_Latn","adventskalender für partnerin","为伴侣准备的圣诞倒数日历"
"deu_Latn","adventskalender für teens","青少年圣诞倒数日历"
"deu_Latn","adventskalender genshin impact","原神冒险日历"
"deu_Latn","adventskalender geschichte kinder","圣诞日历 历史 儿童"
"deu_Latn","adventskalender graffiti","圣诞日历涂鸦"
"deu_Latn","adventskalender große säckchen","圣诞倒数日历 大袋子"
"deu_Latn","adventskalender handwerk","圣诞倒数日历 手工"
"deu_Latn","adventskalender herren werkzeug","圣诞日历 男士 工具"
"deu_Latn","adventskalender hogokids","圣诞倒数日历 hogokids"
"deu_Latn","adventskalender hogwarts","圣诞倒数日历 霍格沃茨"
"deu_Latn","adventskalender hygge","复临日历的乐趣"
"deu_Latn","adventskalender ideen mädchen","圣诞倒数日历 女孩创意"
"deu_Latn","adventskalender ideen zum befüllen mädchen","圣诞倒数日历填充创意女孩款"
"deu_Latn","adventskalender japan 2025","2025年日本圣诞倒数日历"
"deu_Latn","adventskalender junge 11","圣诞倒数日历 年轻 11"
"deu_Latn","adventskalender kalender","圣诞倒数日历 日历"
"deu_Latn","adventskalender kerzen 1-24 im glas","圣诞倒数日历蜡烛 1-24 玻璃装"
"deu_Latn","adventskalender kinder ab 3","儿童圣诞倒数日历，适合3岁以上儿童"
"deu_Latn","adventskalender kinder ab 7","圣诞倒数日历 儿童适用 7岁以上"
"deu_Latn","adventskalender kinder füllideen","圣诞倒数日历 儿童填充创意"
"deu_Latn","adventskalender kinder jungen 6 jahre","儿童（6岁）圣诞倒数日历"
"deu_Latn","adventskalender kinder peppa wutz","儿童圣诞倒数日历 彭彭猪佩奇"
"deu_Latn","adventskalender kinder white","儿童白色圣诞日历"
"deu_Latn","adventskalender kinderbücher","圣诞倒数日历 儿童书籍"
"deu_Latn","adventskalender kolleginnen","圣诞倒数日历 女同事"
"deu_Latn","adventskalender kosmetik kinder","圣诞倒数日历 化妆品 儿童"
"deu_Latn","adventskalender kästchen","圣诞倒数日历小盒"
"deu_Latn","adventskalender lauensteiner","圣诞倒数日历 Lauensteiner"
"deu_Latn","adventskalender lego frozen","乐高冰雪奇缘圣诞倒数日历"
"deu_Latn","adventskalender lindt paare","林德特圣诞日历 情侣款"
"deu_Latn","adventskalender lokomotive","圣诞倒数日历 火车头"
"deu_Latn","adventskalender malteser","马尔他骑士团圣诞倒数日历"
"deu_Latn","adventskalender mann pflege","圣诞倒数日历 男士 护理"
"deu_Latn","adventskalender marmelade glück 2025","2025年幸运果酱圣诞倒数日历"
"deu_Latn","adventskalender meer","圣诞倒数日历 海"
"deu_Latn","adventskalender metallica","金属乐队圣诞倒数日历"
"deu_Latn","adventskalender modellbausatz","圣诞日历模型套件"
"deu_Latn","adventskalender muscheln","圣诞倒数日历 贻贝"
"deu_Latn","adventskalender mädchen buch","圣诞倒数日历 女孩 书籍"
"deu_Latn","adventskalender männer douglas","圣诞倒数日历 男士 Douglas"
"deu_Latn","adventskalender männer essen","圣诞倒数日历 男士美食"
"deu_Latn","adventskalender männer schmuck","圣诞倒数日历 男士饰品"
"deu_Latn","adventskalender männer spirituosen","圣诞日历 男士 酒类"
"deu_Latn","adventskalender neugeborene","圣诞倒数日历 新生儿"
"deu_Latn","adventskalender online","在线圣诞日历"
"deu_Latn","adventskalender pappe","圣诞倒数日历（纸质）"
"deu_Latn","adventskalender parfüm proben herren","圣诞日历 香水 样本 男士"
"deu_Latn","adventskalender piercing","圣诞倒数日历 穿孔"
"deu_Latn","adventskalender pokemon 2025 karten","2025年宝可梦圣诞日历卡片"
"deu_Latn","adventskalender pop it","圣诞日历弹弹乐"
"deu_Latn","adventskalender rituals frauen","圣诞倒数日历 女性仪式用品"
"deu_Latn","adventskalender rossmann 2025","2025年罗斯曼圣诞倒数日历"
"deu_Latn","adventskalender rätselbuch","圣诞倒数日历谜题书"
"deu_Latn","adventskalender salz","圣诞倒数日历 盐"
"deu_Latn","adventskalender schachteln zum befüllen","圣诞倒数日历填充盒"
"deu_Latn","adventskalender schnitzen","圣诞日历雕刻"
"deu_Latn","adventskalender selbstbefüllen","自填充式圣诞倒数日历"
"deu_Latn","adventskalender self care","圣诞倒数日历 自我关爱"
"deu_Latn","adventskalender sellmer","圣诞倒数日历 Sellmer"
"deu_Latn","adventskalender squishy mellows","圣诞倒数日历 柔软毛绒"
"deu_Latn","adventskalender säckchen baumwolle","圣诞倒数日历 小袋子 棉花"
"deu_Latn","adventskalender tee kinder","圣诞倒数日历 茶 儿童"
"deu_Latn","adventskalender teebeutel","圣诞日历茶包"
"deu_Latn","adventskalender teenager kosmetik","圣诞倒数日历 青少年 化妆品"
"deu_Latn","adventskalender tischler","圣诞日历 木工"
"deu_Latn","adventskalender toilette","圣诞倒数日历 卫生间"
"deu_Latn","adventskalender trüffel mit alkohol","圣诞倒数日历 酒心松露"
"deu_Latn","adventskalender tüten günstig","圣诞倒数日历袋便宜"
"deu_Latn","adventskalender tüten mann","圣诞倒数日历袋子男士款"
"deu_Latn","adventskalender tüten zum befüllen klein","圣诞倒数日历填充袋，小号"
"deu_Latn","adventskalender u3","圣诞倒数日历 u3"
"deu_Latn","adventskalender unterhosen","圣诞倒数日历内裤"
"deu_Latn","adventskalender von lego","乐高圣诞倒数日历"
"deu_Latn","adventskalender vorschulkinder","学前儿童圣诞日历"
"deu_Latn","adventskalender was ich an dir liebe","圣诞倒数日历 我爱你的一切"
"deu_Latn","adventskalender world of warcraft","魔兽世界圣诞日历"
"deu_Latn","adventskalender zum befüllen bunt","可填充的彩色圣诞倒数日历"
"deu_Latn","adventskalender zum befüllen dorf","可填充的圣诞倒数日历 村庄"
"deu_Latn","adventskalender zum befüllen fussball","可填充的圣诞倒数日历 足球"
"deu_Latn","adventskalender zum befüllen für frauen","可填充的女士圣诞倒数日历"
"deu_Latn","adventskalender zum befüllen weiß","可填充的白色圣诞倒数日历"
"deu_Latn","adventskalender zum selberbefüllen","可自行填充的圣诞倒数日历"
"deu_Latn","adventskalender zum verschicken","待寄圣诞日历"
"deu_Latn","aesthetic adventskalender clean girl","美学圣诞倒数日历 清新女孩风"
"deu_Latn","ak match attax adventskalender 2025/26","ak match attax 圣诞倒数日历 2025/26"
"deu_Latn","alternative adventskalender","替代性圣诞倒数日历"
"deu_Latn","amazon adventskalender 2025 für frauen","亚马逊2025年女性圣诞倒数日历"
"deu_Latn","amorelie adventskalender 2025 frauen","amorelie 2025年圣诞倒数日历 女性"
"deu_Latn","anatomie adventskalender","解剖学圣诞倒数日历"
"deu_Latn","andere zeiten adventskalender","其他时光 圣诞倒数日历"
"deu_Latn","angel adventskalender karpfen","天使圣诞倒数日历 鲤鱼"
"deu_Latn","ariana grande adventskalender","阿丽亚娜·格兰德圣诞倒数日历"
"deu_Latn","beste adventskalender 2025 frauen","2025年最佳女性圣诞倒数日历"
"deu_Latn","bier adventskalender leer","啤酒圣诞日历 空"
"deu_Latn","bier kalender adventskalender 2025","啤酒日历 圣诞日历 2025"
"deu_Latn","blumenstrauß adventskalender","花束 圣诞倒数日历"
"deu_Latn","bosch professional adventskalender 2025","博世专业版2025年圣诞倒数日历"
"deu_Latn","briefe von felix adventskalender","费利克斯的圣诞日历明信片"
"deu_Latn","chihuahua adventskalender","吉娃娃圣诞倒数日历"
"deu_Latn","connie adventskalender","connie 圣诞倒数日历"
"deu_Latn","cosy adventskalender","温馨的圣诞倒数日历"
"deu_Latn","dachshund adventskalender","腊肠犬圣诞倒数日历"
"deu_Latn","dart adventskalender 2025 softdart","dart 圣诞倒数日历 2025 softdart"
"deu_Latn","der kleine igel adventskalender","小刺猬圣诞倒数日历"
"deu_Latn","die drei ausrufezeichen adventskalender buch 2025","2025年版三个感叹号圣诞倒数日历书"
"deu_Latn","diy adventskalender füllung männer","DIY圣诞倒数日历填充物 男士"
"deu_Latn","douglas adventskalender 2023","道格拉斯2023年圣诞倒数日历"
"deu_Latn","exit kids adventskalender","儿童圣诞倒数日历"
"deu_Latn","fensterbilder adventskalender","窗户图片 圣诞倒数日历"
"deu_Latn","funko pop pokemon adventskalender","funko pop pokemon adventskalender"
"deu_Latn","funko pop stranger things adventskalender","费恩科（Funko）Pop 异世界奇境（Stranger Things）圣诞倒数日历"
"deu_Latn","füllideen adventskalender mann","男士圣诞倒数日历填充创意"
"deu_Latn","füllung adventskalender 8 jahre","填充物 圣诞倒数日历 8年"
"deu_Latn","gelnägel adventskalender","凝胶指甲 圣诞倒数日历"
"deu_Latn","geschenke für adventskalender mann","圣诞倒数日历送男士的礼物"
"deu_Latn","glück marmeladen adventskalender 2025","2025年幸福果酱圣诞倒数日历"
"deu_Latn","godzilla adventskalender","哥斯拉圣诞倒数日历"
"deu_Latn","hagelshop adventskalender","hagelshop 圣诞倒数日历"
"deu_Latn","hsv-adventskalender","hsv-圣诞倒数日历"
"deu_Latn","jesus adventskalender","耶稣圣诞日历"
"deu_Latn","katzen adventskalender für kinder","儿童用猫咪圣诞日历"
"deu_Latn","ketten adventskalender","项链圣诞倒数日历"
"deu_Latn","kiehls adventskalender","奇尔克斯圣诞倒数日历"
"deu_Latn","kleine geschenke adventskalender mann","小礼物 圣诞倒数日历 男士"
"deu_Latn","kosmos adventskalender exit","科斯莫斯圣诞倒数日历 逃生"
"deu_Latn","kristal adventskalender","水晶圣诞倒数日历"
"deu_Latn","lebensmittel adventskalender 2025","食品 圣诞倒数日历 2025"
"deu_Latn","lego adventskalender jungs","乐高圣诞倒数日历 男孩"
"deu_Latn","lego krippe adventskalender 2025","乐高圣诞马槽2025年圣诞倒数日历"
"deu_Latn","lego-friends adventskalender","乐高朋友圣诞日历"
"deu_Latn","lindt adventskalender mini","林德特圣诞倒数日历迷你版"
"deu_Latn","lindt pralinen adventskalender","林德特巧克力圣诞倒数日历"
"deu_Latn","live fresh adventskalender","现场新鲜圣诞倒数日历"
"deu_Latn","locken adventskalender","卷发 圣诞倒数日历"
"deu_Latn","loreal men adventskalender","欧莱雅男士圣诞倒数日历"
"deu_Latn","man adventskalender 2025","2025年男士圣诞倒数日历"
"deu_Latn","mario kart adventskalender","马里奥赛车圣诞倒数日历"
"deu_Latn","massage adventskalender","按摩圣诞日历"
"deu_Latn","mini brands kawaii adventskalender","迷你品牌卡哇伊圣诞倒数日历"
"deu_Latn","mini spiele für kinder adventskalender","儿童迷你游戏圣诞倒数日历"
"deu_Latn","nivea adventskalender frauen","妮维雅圣诞倒数日历（女性专用）"
"deu_Latn","norwegen adventskalender 2025","挪威 2025年圣诞倒数日历"
"deu_Latn","nudeln adventskalender","面条 圣诞倒数日历"
"deu_Latn","pandora armband adventskalender","潘多拉手链 圣诞倒数日历"
"deu_Latn","papphäuser adventskalender","papphäuser adventskalender"
"deu_Latn","playmobil adventskalender 2025 jungen","playmobil 2025年圣诞倒数日历（适用于）年轻人"
"deu_Latn","playmobile adventskalender","playmobile 圣诞倒数日历"
"deu_Latn","porsche 911 turbo adventskalender","保时捷911 turbo圣诞倒数日历"
"deu_Latn","pringles kalender adventskalender","品客日历 圣诞日历"
"deu_Latn","protein adventskalender 2025 männer","2025年男士蛋白质圣诞日历"
"deu_Latn","quality street adventskalender","品质街圣诞倒数日历"
"deu_Latn","red bull kalender adventskalender","红牛日历 圣诞倒数日历"
"deu_Latn","riise adventskalender","riise 圣诞倒数日历"
"deu_Latn","rotkäppchen adventskalender 2025","小红帽2025年圣诞倒数日历"
"deu_Latn","schildkröten adventskalender 2025","2025年海龟圣诞倒数日历"
"deu_Latn","schmink adventskalender 2025 kinder","2025年化妆圣诞日历 儿童"
"deu_Latn","schoko adventskalender lindt","林德特巧克力圣诞倒数日历"
"deu_Latn","schwartau adventskalender","施瓦尔陶圣诞倒数日历"
"deu_Latn","tattoo adventskalender kinder","纹身圣诞倒数日历 儿童"
"deu_Latn","tech deck adventskalender","科技桌历 adventskalender"
"deu_Latn","the vampire diaries adventskalender","吸血鬼日记圣诞倒数日历"
"deu_Latn","toca boca adventskalender","托卡宝盒圣诞倒数日历"
"deu_Latn","tut tut adventskalender","tut tut adventskalender"
"deu_Latn","tut tut baby flitzer adventskalender 2025","tut tut baby flitzer adventskalender 2025"
"deu_Latn","twix adventskalender","twix adventskalender"
"deu_Latn","tüten adventskalender zum befüllen groß","可填充的大号袋装圣诞倒数日历"
"deu_Latn","vegetarischer adventskalender 2025","2025年素食圣诞降临日历"
"deu_Latn","weingummi adventskalender 2025","葡萄酒橡皮糖 圣诞倒数日历 2025"
"deu_Latn","wellness-adventskalender","健康圣诞日历"
"deu_Latn","wiederverwendbar adventskalender zum befüllen","可重复使用的填充式圣诞倒数日历"
"deu_Latn","baby born weihnachtskalender","婴儿诞生圣诞日历"
"deu_Latn","weihnachtskalender bosch","圣诞日历 博世"
"deu_Latn","weihnachtskalender experimente","圣诞日历实验"
"deu_Latn","weihnachtskalender frauen sexy","圣诞日历 女士 性感"
"deu_Latn","weihnachtskalender gesund","健康圣诞日历"
"deu_Latn","weihnachtskalender grinch","圣诞日历 恶棍格林奇"
"deu_Latn","weihnachtskalender kinder 2 jahre","儿童圣诞日历 2岁"
"deu_Latn","weihnachtskalender schokolade 2025","2025年圣诞日历巧克力"
"eng_Latn","exit advent calendar english","出口式倒数日历（英语）"
"eng_Latn","jewellery advent calendar","珠宝圣诞倒数日历"
"eng_Latn","pink marble advent calendar 2025 24-day christmas countdown box","2025年粉色大理石图案倒数日历，24天圣诞倒计时礼盒"
"deu_Latn","advent calendars 2025","2025年圣诞倒数日历"
"deu_Latn","1.fc köln adventskalender","1. FC 科隆 圣诞倒数日历"
"deu_Latn","adventskalender 2025 after eight big ben","2025年圣诞倒数日历 After Eight 大本钟"
"deu_Latn","adventskalender 2025 angebot","2025年圣诞倒数日历优惠"
"deu_Latn","adventskalender 2025 audi","2025年奥迪圣诞日历"
"deu_Latn","adventskalender 2025 billig","2025年圣诞倒数日历便宜"
"deu_Latn","adventskalender 2025 bio snacks","2025年圣诞倒数日历 生物有机零食"
"deu_Latn","adventskalender 2025 bücher erwachsene","2025年圣诞倒数日历 成人书籍"
"deu_Latn","adventskalender 2025 chilisauce","2025年圣诞倒数日历 辣椒酱"
"deu_Latn","adventskalender 2025 dm essence","2025年圣诞倒数日历 dm essence"
"deu_Latn","adventskalender 2025 ehefrau","2025年圣诞倒数日历 妻子"
"deu_Latn","adventskalender 2025 ehepaar","2025年圣诞倒数日历 夫妻款"
"deu_Latn","adventskalender 2025 fc barcelona","2025年巴塞罗那足球俱乐部圣诞倒数日历"
"deu_Latn","adventskalender 2025 frauen entspannung","2025年圣诞倒数日历 女性 放松"
"deu_Latn","adventskalender 2025 frauen frühstück","2025年圣诞倒数日历 女士 早餐"
"deu_Latn","adventskalender 2025 frauen mac","2025年圣诞倒数日历 女性 mac"
"deu_Latn","adventskalender 2025 frauen purelei","2025年圣诞倒数日历 女士 纯洁（或“纯真”，根据上下文选择更贴切的翻译）"
"deu_Latn","adventskalender 2025 freund","2025年圣诞倒数日历 朋友"
"deu_Latn","adventskalender 2025 für frauen rituals","2025年女性专用Rituals圣诞倒数日历"
"deu_Latn","adventskalender 2025 für studenten","2025年学生圣诞倒数日历"
"deu_Latn","adventskalender 2025 jack daniels","2025年圣诞倒数日历 杰克·丹尼尔斯"
"deu_Latn","adventskalender 2025 jungs 15 jahre","2025年圣诞倒数日历 男孩 15岁"
"deu_Latn","adventskalender 2025 jungs minecraft lego","2025年圣诞倒数日历 男孩版 我的世界（Minecraft）乐高"
"deu_Latn","adventskalender 2025 karte","2025年圣诞倒数日历卡片"
"deu_Latn","adventskalender 2025 kinder ab 7","2025年圣诞倒数日历，适合7岁以上儿童"
"deu_Latn","adventskalender 2025 kinder beauty","2025年圣诞倒数日历 儿童美容"
"deu_Latn","adventskalender 2025 kinder hotwheels","2025年圣诞倒数日历 儿童Hot Wheels"
"deu_Latn","adventskalender 2025 kräuter","2025年圣诞倒数日历 草药"
"deu_Latn","adventskalender 2025 make up catrice","2025年圣诞倒数日历 妆容 Catrice"
"deu_Latn","adventskalender 2025 minions","2025年圣诞倒数日历 小黄人"
"deu_Latn","adventskalender 2025 mit foto","2025年带照片的圣诞倒数日历"
"deu_Latn","adventskalender 2025 motivation","2025年圣诞倒数日历 励志"
"deu_Latn","adventskalender 2025 männer golf","2025年圣诞倒数日历 男士 高尔夫"
"deu_Latn","adventskalender 2025 pandora charms","2025年圣诞倒数日历 保加利亚珠宝饰品挂饰"
"deu_Latn","adventskalender 2025 raffaelo","2025年拉斐罗圣诞倒数日历"
"deu_Latn","adventskalender 2025 reisen","2025年圣诞倒数日历 旅行"
"deu_Latn","adventskalender 2025 schach","2025年圣诞倒数日历 象棋"
"deu_Latn","adventskalender 2025 shopping queen","2025年圣诞倒数日历 购物女王"
"deu_Latn","adventskalender 2025 slime fluffy","2025年圣诞倒数日历 滑溜毛绒玩具"
"deu_Latn","adventskalender 2025 teenager mädchen schmuck","2025年圣诞倒数日历 青少年 女孩 饰品"
"deu_Latn","adventskalender 2025 toffifee","2025年托菲费（Toffifee）圣诞倒数日历"
"deu_Latn","adventskalender 2025 tonie","2025年圣诞倒数日历 tonie"
"deu_Latn","adventskalender 2025 trüffel","2025年圣诞倒数日历 香菇"
"deu_Latn","adventskalender 2025 weihnachtsdeko","2025年圣诞倒数日历 圣诞装饰"
"deu_Latn","adventskalender 3","圣诞倒数日历 3"
"deu_Latn","adventskalender 90er","圣诞倒数日历 90年代"
"deu_Latn","adventskalender ab 5 jahre mädchen","圣诞日历 适合5岁以上女孩"
"deu_Latn","adventskalender anatomie","圣诞倒数日历 解剖学"
"deu_Latn","adventskalender asiatische snacks","圣诞倒数日历 亚洲零食"
